winery,country,points,description,designation,Refined-description,CountVectorizer,TF-IDF Vectorizer Column
Cantina Produttori San Michele Appiano,Italy,91,"The low-yielding vineyards generate concentrated aromas and flavors of cantaloupe, yellow peach, elderberry, crushed tomato vine and exotic fruit. A juicy palate is supported by fresh acidity and the lingering finish ends on a mineral note. It's crisp and delicious now but still can develop more depth. Drink through 2016.",Lahn,The lowyielding vineyard generate concentrated aroma flavor cantaloupe yellow peach elderberry crushed tomato vine exotic fruit A juicy palate supported fresh acidity lingering finish end mineral note It crisp delicious still develop depth Drink 2016,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[[0.1796053020267749, 0.1796053020267749, 0.1796053020267749, 0.1796053020267749, 0.1796053020267749, 0.1796053020267749, 0.1796053020267749, 0.1796053020267749, 0.1796053020267749, 0.1796053020267749, 0.1796053020267749, 0.1796053020267749, 0.1796053020267749, 0.1796053020267749, 0.1796053020267749, 0.1796053020267749, 0.1796053020267749, 0.1796053020267749, 0.1796053020267749, 0.1796053020267749, 0.1796053020267749, 0.1796053020267749, 0.1796053020267749, 0.1796053020267749, 0.1796053020267749, 0.1796053020267749, 0.1796053020267749, 0.1796053020267749, 0.1796053020267749, 0.1796053020267749, 0.1796053020267749]]"
Château Devise d'Ardilley,France,91,"From a small estate, this big, ripe and fruity wine has swathes of black fruits to go with the dark, brooding tannins. Very broad and fruity, the wine is always likely to be structured. Drink from 2017.",,From small estate big ripe fruity wine swathe black fruit go dark brooding tannin Very broad fruity wine always likely structured Drink 2017,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 2, 1]","[[0.20851441405707477, 0.20851441405707477, 0.20851441405707477, 0.20851441405707477, 0.20851441405707477, 0.20851441405707477, 0.20851441405707477, 0.20851441405707477, 0.20851441405707477, 0.41702882811414954, 0.20851441405707477, 0.20851441405707477, 0.20851441405707477, 0.20851441405707477, 0.20851441405707477, 0.20851441405707477, 0.41702882811414954]]"
Dão Sul,Portugal,91,"This complex, mature wine has plenty of red fruit flavors, but its main character displays concentrated, tannin and spice. Hints of leather and rich acidity add their notes to this dense, dusty wine. It is ready to drink although it will still mature until 2020.",Cabriz Reserva,This complex mature wine plenty red fruit flavor main character display concentrated tannin spice Hints leather rich acidity add note dense dusty wine It ready drink although still mature 2020,"[1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[[0.18257418583505536, 0.18257418583505536, 0.18257418583505536, 0.18257418583505536, 0.18257418583505536, 0.18257418583505536, 0.18257418583505536, 0.18257418583505536, 0.18257418583505536, 0.18257418583505536, 0.18257418583505536, 0.18257418583505536, 0.18257418583505536, 0.18257418583505536, 0.18257418583505536, 0.3651483716701107, 0.18257418583505536, 0.18257418583505536, 0.18257418583505536, 0.18257418583505536, 0.18257418583505536, 0.18257418583505536, 0.18257418583505536, 0.3651483716701107]]"
Domaine de Bellene,France,91,"White wines are rare in the Côte de Nuits and this wine is as structured as many reds. It does have strong toast flavors, a juicy citrus character and pear flavors. They go with an apple skin and spice aftertaste, laced with acidity. Drink until 2022.",Les Monts de Boncourt,White wine rare Côte de Nuits wine structured many red It strong toast flavor juicy citrus character pear flavor They go apple skin spice aftertaste laced acidity Drink 2022,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1]","[[0.1889822365046136, 0.1889822365046136, 0.1889822365046136, 0.1889822365046136, 0.1889822365046136, 0.1889822365046136, 0.1889822365046136, 0.1889822365046136, 0.3779644730092272, 0.1889822365046136, 0.1889822365046136, 0.1889822365046136, 0.1889822365046136, 0.1889822365046136, 0.1889822365046136, 0.1889822365046136, 0.1889822365046136, 0.1889822365046136, 0.1889822365046136, 0.1889822365046136, 0.1889822365046136, 0.3779644730092272]]"
Louis M. Martini,US,90,"Rich blackberry and chocolate form around chalky tannins and a juicy palate, with a waft of cigar in the distance. Medium bodied, round and soft, the finish is brushed in cherry and pomegranate.",,Rich blackberry chocolate form around chalky tannin juicy palate waft cigar distance Medium bodied round soft finish brushed cherry pomegranate,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[[0.22941573387056174, 0.22941573387056174, 0.22941573387056174, 0.22941573387056174, 0.22941573387056174, 0.22941573387056174, 0.22941573387056174, 0.22941573387056174, 0.22941573387056174, 0.22941573387056174, 0.22941573387056174, 0.22941573387056174, 0.22941573387056174, 0.22941573387056174, 0.22941573387056174, 0.22941573387056174, 0.22941573387056174, 0.22941573387056174, 0.22941573387056174]]"
Riposte,Australia,90,"Tim Knappstein's decision to focus on the Adelaide Hills bears fruit in this terrific-value Pinot Noir. The aromas and flavors are a colorful mélange of beets, black cherries and purple heirloom tomatoes, backed by a rich texture and a long velvety finish. Drink now until 2020.",The Dagger,Tim Knappstein decision focus Adelaide Hills bear fruit terrificvalue Pinot Noir The aroma flavor colorful mélange beet black cherry purple heirloom tomato backed rich texture long velvety finish Drink 2020,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[[0.18569533817705186, 0.18569533817705186, 0.18569533817705186, 0.18569533817705186, 0.18569533817705186, 0.18569533817705186, 0.18569533817705186, 0.18569533817705186, 0.18569533817705186, 0.18569533817705186, 0.18569533817705186, 0.18569533817705186, 0.18569533817705186, 0.18569533817705186, 0.18569533817705186, 0.18569533817705186, 0.18569533817705186, 0.18569533817705186, 0.18569533817705186, 0.18569533817705186, 0.18569533817705186, 0.18569533817705186, 0.18569533817705186, 0.18569533817705186, 0.18569533817705186, 0.18569533817705186, 0.18569533817705186, 0.18569533817705186, 0.18569533817705186]]"
Virna Borgogno,Italy,90,"Stewed prune marinated in spirits, coconut, espresso and grilled herb aromas unfold in the glass. The firm palate offers dark cherry, coffee, anise and tobacco alongside bracing tannins bright acidity. Best after 2019.",Cannubi Boschis,Stewed prune marinated spirit coconut espresso grilled herb aroma unfold glass The firm palate offer dark cherry coffee anise tobacco alongside bracing tannin bright acidity Best 2019,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[[0.19611613513818404, 0.19611613513818404, 0.19611613513818404, 0.19611613513818404, 0.19611613513818404, 0.19611613513818404, 0.19611613513818404, 0.19611613513818404, 0.19611613513818404, 0.19611613513818404, 0.19611613513818404, 0.19611613513818404, 0.19611613513818404, 0.19611613513818404, 0.19611613513818404, 0.19611613513818404, 0.19611613513818404, 0.19611613513818404, 0.19611613513818404, 0.19611613513818404, 0.19611613513818404, 0.19611613513818404, 0.19611613513818404, 0.19611613513818404, 0.19611613513818404, 0.19611613513818404]]"
Adega de Favaios,Portugal,90,"A strongly wood aged wine, powered by tannins and dense fruits, it is concentrated and still young enough for the wood to show through although the fruit is developing well. This is a structured wine that will need plenty of time to age so drink from 2018.",Casa Velha Colheita Seleccionada,A strongly wood aged wine powered tannin dense fruit concentrated still young enough wood show although fruit developing well This structured wine need plenty time age drink 2018,"[1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1]","[[0.19245008972987526, 0.19245008972987526, 0.19245008972987526, 0.19245008972987526, 0.19245008972987526, 0.19245008972987526, 0.19245008972987526, 0.3849001794597505, 0.19245008972987526, 0.19245008972987526, 0.19245008972987526, 0.19245008972987526, 0.19245008972987526, 0.19245008972987526, 0.19245008972987526, 0.3849001794597505, 0.3849001794597505, 0.19245008972987526]]"
Alessandro Rivetto,Italy,90,"This nose is rather closed but the firm palate offers ripe sour cherry, dark cooking spice, pipe tobacco and chopped herb. Fresh acidity and youthfully austere but refined tannins provide the backbone. Drink after 2019.",del Comune di Serralunga d'Alba,This nose rather closed firm palate offer ripe sour cherry dark cooking spice pipe tobacco chopped herb Fresh acidity youthfully austere refined tannin provide backbone Drink 2019,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]]"
Balletto,US,90,"Stainless-steel fermented, this wine remains pungently aromatic in woody, earthy tones, with accents of fragrant orange blossom and pear, while staying crisp and light on the palate. Honey and lemon combine on the complex finish.",Estate Grown,Stainlesssteel fermented wine remains pungently aromatic woody earthy tone accent fragrant orange blossom pear staying crisp light palate Honey lemon combine complex finish,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[[0.20851441405707477, 0.20851441405707477, 0.20851441405707477, 0.20851441405707477, 0.20851441405707477, 0.20851441405707477, 0.20851441405707477, 0.20851441405707477, 0.20851441405707477, 0.20851441405707477, 0.20851441405707477, 0.20851441405707477, 0.20851441405707477, 0.20851441405707477, 0.20851441405707477, 0.20851441405707477, 0.20851441405707477, 0.20851441405707477, 0.20851441405707477, 0.20851441405707477, 0.20851441405707477, 0.20851441405707477, 0.20851441405707477]]"
Ca' Viola,Italy,90,"Classic Nebbiolo aromas of red berry, underbrush, tilled soil, aromatic herb and spice lead the nose. The bracing palate offers dried black cherry, anisette, mocha, toast and grilled herb alongside extremely assertive tannins and brisk acidity. Drink 2019–2031.",Sottocastello di Novello,Classic Nebbiolo aroma red berry underbrush tilled soil aromatic herb spice lead nose The bracing palate offer dried black cherry anisette mocha toast grilled herb alongside extremely assertive tannin brisk acidity Drink 2019–2031,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[[0.1690308509457033, 0.1690308509457033, 0.1690308509457033, 0.1690308509457033, 0.1690308509457033, 0.1690308509457033, 0.1690308509457033, 0.1690308509457033, 0.1690308509457033, 0.1690308509457033, 0.1690308509457033, 0.1690308509457033, 0.1690308509457033, 0.1690308509457033, 0.1690308509457033, 0.1690308509457033, 0.1690308509457033, 0.1690308509457033, 0.3380617018914066, 0.1690308509457033, 0.1690308509457033, 0.1690308509457033, 0.1690308509457033, 0.1690308509457033, 0.1690308509457033, 0.1690308509457033, 0.1690308509457033, 0.1690308509457033, 0.1690308509457033, 0.1690308509457033, 0.1690308509457033, 0.1690308509457033]]"
Cantina del Nebbiolo,Italy,90,"Aromas of red berry, sage, cinnamon and a whisper of menthol lead the nose and carry over to the solid palate together with juicy sour cherry, black raspberry, licorice and tobacco. It's a classic Barolo, straightforward and delicious, with ripe, integrated tannins and fresh acidity.",,Aromas red berry sage cinnamon whisper menthol lead nose carry solid palate together juicy sour cherry black raspberry licorice tobacco It classic Barolo straightforward delicious ripe integrated tannin fresh acidity,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[[0.1889822365046136, 0.1889822365046136, 0.1889822365046136, 0.1889822365046136, 0.1889822365046136, 0.1889822365046136, 0.1889822365046136, 0.1889822365046136, 0.1889822365046136, 0.1889822365046136, 0.1889822365046136, 0.1889822365046136, 0.1889822365046136, 0.1889822365046136, 0.1889822365046136, 0.1889822365046136, 0.1889822365046136, 0.1889822365046136, 0.1889822365046136, 0.1889822365046136, 0.1889822365046136, 0.1889822365046136, 0.1889822365046136, 0.1889822365046136, 0.1889822365046136, 0.1889822365046136, 0.1889822365046136, 0.1889822365046136]]"
Cascina Ballarin,Italy,90,"This opens with aromas of woodland berry, crushed herb and a whiff of well-integrated oak. The firm palate delivers dried Morello cherry, baking spice and mocha alongside firm, fine-grained tannin. It closes on a note of star anise. Drink 2016–2021 to capture the fruit richness.",Bricco Rocca,This open aroma woodland berry crushed herb whiff wellintegrated oak The firm palate delivers dried Morello cherry baking spice mocha alongside firm finegrained tannin It close note star anise Drink 2016–2021 capture fruit richness,"[2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[[0.17149858514250882, 0.17149858514250882, 0.17149858514250882, 0.17149858514250882, 0.17149858514250882, 0.17149858514250882, 0.17149858514250882, 0.17149858514250882, 0.17149858514250882, 0.17149858514250882, 0.17149858514250882, 0.17149858514250882, 0.17149858514250882, 0.17149858514250882, 0.17149858514250882, 0.34299717028501764, 0.17149858514250882, 0.17149858514250882, 0.17149858514250882, 0.17149858514250882, 0.17149858514250882, 0.17149858514250882, 0.17149858514250882, 0.17149858514250882, 0.17149858514250882, 0.17149858514250882, 0.17149858514250882, 0.17149858514250882, 0.17149858514250882, 0.17149858514250882, 0.17149858514250882]]"
Cascina Liuzzi,Italy,90,"Firm and full-bodied, this opens with aromas of mature plum, underbrush, baked earth, vanilla and exotic spice. The high-toned, chewy palate doles out ripe black cherry, raspberry jam, vanilla, mocha, white pepper and mint alongside polished tannins.",Sil Nizza,Firm fullbodied open aroma mature plum underbrush baked earth vanilla exotic spice The hightoned chewy palate dole ripe black cherry raspberry jam vanilla mocha white pepper mint alongside polished tannin,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1]","[[0.1796053020267749, 0.1796053020267749, 0.1796053020267749, 0.1796053020267749, 0.1796053020267749, 0.1796053020267749, 0.1796053020267749, 0.1796053020267749, 0.1796053020267749, 0.1796053020267749, 0.1796053020267749, 0.1796053020267749, 0.1796053020267749, 0.1796053020267749, 0.1796053020267749, 0.1796053020267749, 0.1796053020267749, 0.1796053020267749, 0.1796053020267749, 0.1796053020267749, 0.1796053020267749, 0.1796053020267749, 0.1796053020267749, 0.1796053020267749, 0.1796053020267749, 0.1796053020267749, 0.3592106040535498, 0.1796053020267749]]"
Castro Brey,Spain,90,"Classic Albariño aromas of sea brine, tropical fruits, lees and dust precede a minerally lemony palate with tangy flavors of lemon, lime and gooseberry. This is a fresh clean example with a long stony citrusy finish.",Sin Palabras Castrovaldés,Classic Albariño aroma sea brine tropical fruit lee dust precede minerally lemony palate tangy flavor lemon lime gooseberry This fresh clean example long stony citrusy finish,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]]"
Chamisal Vineyards,US,90,"Nicely layered aromas of clove, graphite, iron and simmering black cherries show on the complex nose of this well-priced bottling. More iron and raspberry appear on the palate, where a balanced acidity pairs well with the strong mineral character.",Estate Grown,Nicely layered aroma clove graphite iron simmering black cherry show complex nose wellpriced bottling More iron raspberry appear palate balanced acidity pair well strong mineral character,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.4, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]]"
Château Saint-Didier-Parnac,France,90,"This wine is all about juicy blackberry and delicious ripe black plums. It is structured, with dry tannins in the background, but up front is fruity, bold and with a lightly smoky, perfumed aftertaste. It is almost ready to drink; just wait until late 2016.",Prieuré de Cénac,This wine juicy blackberry delicious ripe black plum It structured dry tannin background front fruity bold lightly smoky perfumed aftertaste It almost ready drink wait late 2016,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[[0.21320071635561041, 0.21320071635561041, 0.21320071635561041, 0.21320071635561041, 0.21320071635561041, 0.21320071635561041, 0.21320071635561041, 0.21320071635561041, 0.21320071635561041, 0.21320071635561041, 0.21320071635561041, 0.21320071635561041, 0.21320071635561041, 0.21320071635561041, 0.21320071635561041, 0.21320071635561041, 0.21320071635561041, 0.21320071635561041, 0.21320071635561041, 0.21320071635561041, 0.21320071635561041, 0.21320071635561041]]"
Conceito Vinhos,Portugal,90,"Vineyards in the upper Douro Superior region are able to produce surprisingly fresh and fruity whites like this, despite the heat and dry climate. Old vines go into this yellow and green fruit flavored wine with its lively acidity and totally refreshing palate. Drink from summer 2016.",Contraste Branco,Vineyards upper Douro Superior region able produce surprisingly fresh fruity white like despite heat dry climate Old vine go yellow green fruit flavored wine lively acidity totally refreshing palate Drink summer 2016,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[[0.1796053020267749, 0.1796053020267749, 0.1796053020267749, 0.1796053020267749, 0.1796053020267749, 0.1796053020267749, 0.1796053020267749, 0.1796053020267749, 0.1796053020267749, 0.1796053020267749, 0.1796053020267749, 0.1796053020267749, 0.1796053020267749, 0.1796053020267749, 0.1796053020267749, 0.1796053020267749, 0.1796053020267749, 0.1796053020267749, 0.1796053020267749, 0.1796053020267749, 0.1796053020267749, 0.1796053020267749, 0.1796053020267749, 0.1796053020267749, 0.1796053020267749, 0.1796053020267749, 0.1796053020267749, 0.1796053020267749, 0.1796053020267749, 0.1796053020267749, 0.1796053020267749]]"
